name,description,productImageUrl,collection,sku,visible
"4"" Gaultheria - Wintergreen","The little flowers on this evergreen shrub are quickly followed by dark red berries. This plant will creep along the ground more than it will grow vertically, so it is ideal for groundcover. Grow in a rock garden with Heather Erica and Calluna. <p></p> <p>&nbsp;</p> <table border=""1"">  <tbody>   <tr>    <td><img title=""1-location.jpg"" src=""http://static.wixstatic.com/media/2413ef_c41bbf47867346e1adebc4732c6447c5~mv2.jpg"" alt=""1-location.jpg"" width=""28"" height=""30""></td>    <td>Place in a bright location, with occasional to full direct sunlight.</td>   </tr>   <tr>    <td><img title=""1-water.jpg"" src=""http://static.wixstatic.com/media/2413ef_b265fd747b2b4b4d932bc051160d26c0~mv2.jpg"" alt=""1-water.jpg"" width=""28"" height=""30""></td>    <td>Water regularly.</td>   </tr>   <tr>    <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" alt=""1-fertilize.jpg"" width=""28"" height=""30""></td>    <td>Fertilize occasionally.</td>   </tr>   <tr>    <td><img title=""1-growth.jpg"" src=""http://static.wixstatic.com/media/2413ef_a8c8c7f6b47545909db2fccdcbf6b539~mv2.jpg"" alt=""1-growth.jpg"" width=""28"" height=""30""></td>    <td>Height: 15 cm Spread: indefinite</td>   </tr>   <tr>    <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td>    <td>Temperature: -15° - 25°C / 5° - 77°F</td>   </tr>  </tbody> </table> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>",23f81e_13247ecc42c344afae0bf00a111cabeb~mv2.jpg;23f81e_c6761feee4924d40af44a92d43dfb506~mv2.jpg,"4"" pots;Flowering Plants;Christmas",3110460000,TRUE
"4"" Kalanchoe","Kalanchoes have reputation to flower for a long time, Not readily known is that Kalanchoes perform fantastic outdoors, flowering all summer long. 
<p></p> 
<p>&nbsp;</p> 
<table border=""1""> 
 <tbody> 
  <tr> 
   <td><img title=""1-fullsun.jpg"" src=""http://static.wixstatic.com/media/2413ef_20626b85237e47c0bb3641813133c26c~mv2.jpg"" alt=""1-fullsun.jpg"" width=""28"" height=""30""></td> 
   <td>Very bright location, with occasional to frequent direct sunlight.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-water2.jpg"" src=""http://static.wixstatic.com/media/2413ef_8a24ea7a7e6c47e0b97c8ce1d245776f~mv2.jpg"" alt=""1-water2.jpg"" width=""28"" height=""30""></td> 
   <td>Water thoroughly, discarding excess water. Allow soil to dry out between water applications.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" width=""28"" height=""30""></td> 
   <td>Fertilize biweekly.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td> 
   <td>Temperature: 10° - 25°C / 50° - 77°F</td> 
  </tr> 
 </tbody> 
</table> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p>",23f81e_2d96c9ecfb0044a8a327ce0f14a54da1~mv2.jpg;23f81e_3f5d40867ba34222a60f9b39902c7ace~mv2.jpg;23f81e_a062c6a590694173a739d2b296c56cec~mv2.jpg;23f81e_3ea6f14cf134462cb660821f0b1d8e7d~mv2.jpg;23f81e_dc79cc0c56034c1d9adc679661eac671~mv2.jpg,"Flowering Plants;4"" pots;Nature's Beauty",3110620000,TRUE
"6"" Kalanchoe","Kalanchoes have reputation to flower for a long time, Not readily known is that Kalanchoes perform fantastic outdoors, flowering all summer long. <p></p> <p>&nbsp;</p> <table border=""1"">  <tbody>   <tr>    <td><img title=""1-fullsun.jpg"" src=""http://static.wixstatic.com/media/2413ef_20626b85237e47c0bb3641813133c26c~mv2.jpg"" alt=""1-fullsun.jpg"" width=""28"" height=""30""></td>    <td>Very bright location, with occasional to frequent direct sunlight.</td>   </tr>   <tr>    <td><img title=""1-water2.jpg"" src=""http://static.wixstatic.com/media/2413ef_8a24ea7a7e6c47e0b97c8ce1d245776f~mv2.jpg"" alt=""1-water2.jpg"" width=""28"" height=""30""></td>    <td>Water thoroughly, discarding excess water. Allow soil to dry out between water applications.</td>   </tr>   <tr>    <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" width=""28"" height=""30""></td>    <td>Fertilize biweekly.</td>   </tr>   <tr>    <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td>    <td>Temperature: 10° - 25°C / 50° - 77°F</td>   </tr>  </tbody> </table> <p>&nbsp;</p>",23f81e_d20110fa89824257819e8f70b6ea0ab2~mv2.jpg;23f81e_ef19040bd5a245b2a35a41dcf24512f7~mv2.jpg;23f81e_7d6e029caa98411daf2ae3056494dfb3~mv2.jpg;23f81e_7d476f2054d5428aa0cbd1a54dfb84c6~mv2.jpg,"6"" pots;Flowering Plants;Nature's Beauty",3115620000,TRUE
Tillandsia - Loose,,23f81e_3c370d69d6ec4a83b8326128d84946d7~mv2.jpg,"Tropical Plants;Planters, Set Ins, and Novelties",7100330000,TRUE
"4"" Frosty Fern - Decorated","Cool winter temperatures stimulate frosted white tips. As temperatures warm watch leaf tips grow and become lush, vibrant green. <p></p> <p>&nbsp;</p> <table border=""1"">  <tbody>   <tr>    <td><img title=""1-location.jpg"" src=""http://static.wixstatic.com/media/2413ef_c41bbf47867346e1adebc4732c6447c5~mv2.jpg"" alt=""1-location.jpg"" width=""28"" height=""30""></td>    <td>Will grow in any light; prefers partial shade.</td>   </tr>   <tr>    <td><img title=""1-water.jpg"" src=""http://static.wixstatic.com/media/2413ef_b265fd747b2b4b4d932bc051160d26c0~mv2.jpg"" alt=""1-water.jpg"" width=""28"" height=""30""></td>    <td>Water regularly, keeping the soil moist but not wet. Discard excess water. Thrives in high humidity.</td>   </tr>   <tr>    <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" alt=""1-fertilize.jpg"" width=""28"" height=""30""></td>    <td>Fertilize sparingly, if at all.</td>   </tr>   <tr>    <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td>    <td>Temperature: 12° - 25°C / 54° - 77°F</td>   </tr>  </tbody> </table> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>",23f81e_d48f0df801cb445b893a8821909696f6~mv2.jpg,"4"" pots;Christmas",7110286300,TRUE
"4"" Zygo - Christmas Cactus","Break off a section of the steam and plant it in some soil to grow a new cactus. Ensure daily period of 12 hours darkness and will flower again within 2 months <p></p> <p>&nbsp;</p> <table border=""1"">  <tbody>   <tr>    <td><img title=""1-location.jpg"" src=""http://static.wixstatic.com/media/2413ef_c41bbf47867346e1adebc4732c6447c5~mv2.jpg"" alt=""1-location.jpg"" width=""28"" height=""30""></td>    <td>Bright location; avoid direct hot afternoon sunlight.</td>   </tr>   <tr>    <td><img title=""1-water.jpg"" src=""http://static.wixstatic.com/media/2413ef_b265fd747b2b4b4d932bc051160d26c0~mv2.jpg"" alt=""1-water.jpg"" width=""28"" height=""30""></td>    <td>Water regularly, keeping soil moist. The soil must not stay too wet, so discard excess water.</td>   </tr>   <tr>    <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" alt=""1-fertilize.jpg"" width=""28"" height=""30""></td>    <td>Fertilize biweekly.</td>   </tr>   <tr>    <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td>    <td>Temperature: 14° - 22°C / 57° - 72°F</td>   </tr>  </tbody> </table> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>",23f81e_de65f205278742389228d1c773f7a58c~mv2.jpg;23f81e_7cc222226cb24ad6be15d448859f0ec0~mv2.jpg,"4"" pots;Christmas;Pet Pals;Easy Growing",7110530000,TRUE
"8"" Tropicals - Assortment","With a bit of basic care, this plant will thrive in your home. As it grows, it will add amazing texture and color to any space, bringing a lush, tropical feeling to your home. 
<p></p> 
<p>&nbsp;</p> 
<table border=""1""> 
 <tbody> 
  <tr> 
   <td><img title=""1-location.jpg"" src=""http://static.wixstatic.com/media/2413ef_20b64bd6d04843b590c5b66cfdd51869~mv2.jpg"" alt=""1-location.jpg"" width=""28"" height=""30""></td> 
   <td>Bright location; avoid direct sunlight.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-water2.jpg"" src=""http://static.wixstatic.com/media/2413ef_8a24ea7a7e6c47e0b97c8ce1d245776f~mv2.jpg"" alt=""1-water2.jpg"" width=""28"" height=""30""></td> 
   <td>Water thoroughly, discarding any excess water. Allow soil to become dry to the touch before applying more water.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" alt=""1-fertilize.jpg"" width=""28"" height=""30""></td> 
   <td>Fertilize bimonthly.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td> 
   <td>Temperature: 15° - 25°C / 59° - 77°F</td> 
  </tr> 
 </tbody> 
</table> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p>",23f81e_69006db8dc4049cfae5ee7f58c1a6702~mv2.jpg,"Tropical Plants;8"" pots",1120000000,FALSE
"8"" Tropical H.B. - Assortment",<p>&nbsp;</p>,23f81e_555a7f932c67482698903923546bc229~mv2.jpg,"Tropical Plants;Hanging Baskets;8"" pots",2120000000,FALSE
"4"" Jade","Jade is believed to be a symbol of fortune, friendship, and good luck. Whether this is true or not, this plant will add life and color to your home. Jade plants look amazing in terra cotta pots. <p></p> <p>&nbsp;</p> <table border=""1"">  <tbody>   <tr>    <td><img title=""1-location.jpg"" src=""http://static.wixstatic.com/media/2413ef_20b64bd6d04843b590c5b66cfdd51869~mv2.jpg"" alt=""1-location.jpg"" width=""28"" height=""30""></td>    <td>Place in very bright location; occasional to frequent direct sun.</td>   </tr>   <tr>    <td><img title=""1-water.jpg"" src=""http://static.wixstatic.com/media/2413ef_b265fd747b2b4b4d932bc051160d26c0~mv2.jpg"" alt=""1-water.jpg"" width=""28"" height=""30""></td>    <td>Water regularly; allow soil to dry out slightly before watering.</td>   </tr>   <tr>    <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" alt=""1-fertilize.jpg"" width=""28"" height=""30""></td>    <td>Fertilize every 6 months. Do not fertilize when soil is dry.</td>   </tr>   <tr>    <td><img title=""1-growth.jpg"" src=""http://static.wixstatic.com/media/2413ef_a8c8c7f6b47545909db2fccdcbf6b539~mv2.jpg"" alt=""1-growth.jpg"" width=""28"" height=""30""></td>    <td>Height: 60 cm Spread: 45 cm</td>   </tr>   <tr>    <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td>    <td>Temperature: 10° - 24°C / 50° - 75°F</td>   </tr>  </tbody> </table> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>",,"4"" pots;Cacti & Succulents;Easy Growing",5510030000,FALSE
"6"" Bromeliad - Vriesia","These bromeliads can be top heavy, placing in ceramic or clay pots will secure base. They like to hold water in the base of their leaves - when watering, apply water from above to fill these 'cups'. 
<p></p> 
<p>&nbsp;</p> 
<table border=""1""> 
 <tbody> 
  <tr> 
   <td><img title=""1-location2.jpg"" src=""http://static.wixstatic.com/media/2413ef_36a5fe0439824f70b8b0d467a83e7d3e~mv2.jpg"" alt=""1-location2.jpg"" width=""28"" height=""30""></td> 
   <td>Bright location; avoid direct sunlight.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-water2.jpg"" src=""http://static.wixstatic.com/media/2413ef_8a24ea7a7e6c47e0b97c8ce1d245776f~mv2.jpg"" alt=""1-water2.jpg"" width=""28"" height=""30""></td> 
   <td>Water thoroughly, discarding any excess water. Apply water to the leaves as well. Allow top inch of soil to dry out before watering.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" alt=""1-fertilize.jpg"" width=""28"" height=""30""></td> 
   <td>Fertilize bimonthly.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-growth.jpg"" src=""http://static.wixstatic.com/media/2413ef_a8c8c7f6b47545909db2fccdcbf6b539~mv2.jpg"" alt=""1-growth.jpg"" width=""28"" height=""30""></td> 
   <td>Height: 90 cm Spread: 80 cm</td> 
  </tr> 
  <tr> 
   <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td> 
   <td>Temperature: 15° - 25°C / 59° - 77°F</td> 
  </tr> 
 </tbody> 
</table> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p>",23f81e_8dc599d61b494d83a75bce5dedac3d7d~mv2.jpg,"6"" pots;Flowering Plants;Easy Growing",7115015000,TRUE
"6"" Bromeliad - Silver Vase","Plants can be top heavy, placing in ceramic or clay pots will secure base. Plant likes to hold water in the bases of leaves - when watering apply water from above to fill these 'cups'. 
<p></p> 
<p>&nbsp;</p> 
<table border=""1""> 
 <tbody> 
  <tr> 
   <td><img title=""1-location2.jpg"" src=""http://static.wixstatic.com/media/2413ef_36a5fe0439824f70b8b0d467a83e7d3e~mv2.jpg"" alt=""1-location2.jpg"" width=""28"" height=""30""></td> 
   <td>Bright location; avoid direct sunlight.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-water2.jpg"" src=""http://static.wixstatic.com/media/2413ef_8a24ea7a7e6c47e0b97c8ce1d245776f~mv2.jpg"" alt=""1-water2.jpg"" width=""28"" height=""30""></td> 
   <td>Water thoroughly, discarding any excess water which drains out bottom of pot. Allow the top inch of soil to dry out before watering.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" width=""28"" height=""30""></td> 
   <td>Low fertilizer levels.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-growth.jpg"" src=""http://static.wixstatic.com/media/2413ef_a8c8c7f6b47545909db2fccdcbf6b539~mv2.jpg"" alt=""1-growth.jpg"" width=""28"" height=""30""></td> 
   <td>Height: 60 cm Spread: 60 cm</td> 
  </tr> 
  <tr> 
   <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td> 
   <td>Temperature: 15° - 25°C / 59° - 77°F</td> 
  </tr> 
 </tbody> 
</table> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p>",23f81e_a8dd7a036cda4e6ea36ddacd33386f33~mv2.jpg,"6"" pots;Flowering Plants;Easy Growing",7115014000,TRUE
"6"" Jade - Regular","Jade is believed to be a symbol of fortune, friendship, and good luck. Whether this is true or not, this plant will add life and color to your home. Jade plants look amazing in terra cotta pots. 
<p></p> 
<p>&nbsp;</p> 
<table border=""1""> 
 <tbody> 
  <tr> 
   <td><img title=""1-location.jpg"" src=""http://static.wixstatic.com/media/2413ef_20b64bd6d04843b590c5b66cfdd51869~mv2.jpg"" alt=""1-location.jpg"" width=""28"" height=""30""></td> 
   <td>Place in very bright location; occasional to frequent direct sun.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-water.jpg"" src=""http://static.wixstatic.com/media/2413ef_b265fd747b2b4b4d932bc051160d26c0~mv2.jpg"" alt=""1-water.jpg"" width=""28"" height=""30""></td> 
   <td>Water regularly; allow soil to dry out slightly before watering.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" width=""28"" height=""30""></td> 
   <td>Fertilize every 6 months. Do not fertilize when soil is dry.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-growth.jpg"" src=""http://static.wixstatic.com/media/2413ef_a8c8c7f6b47545909db2fccdcbf6b539~mv2.jpg"" alt=""1-growth.jpg"" width=""28"" height=""30""></td> 
   <td>Height: 60 cm Spread: 45 cm</td> 
  </tr> 
  <tr> 
   <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td> 
   <td>Temperature: 10° - 24°C / 50° - 75°F</td> 
  </tr> 
 </tbody> 
</table> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p>",23f81e_8fb483c232724ed08920851b053a7b43~mv2.jpg,"6"" pots;Cacti & Succulents;Easy Growing",5515030000,TRUE
"6"" White Kalanchoe",,23f81e_ccee37234e4c4d57942ab11683080d5a~mv2.jpg,"6"" pots;Christmas",3115620100,TRUE
"4"" Azalea","Azalea's are among the most popular flowering plants. Their abundant, colourful and long lasting flowers make them and ideal choice for gift giving. Place the plant in a location which recieves bright but indirect sunlight. 
<p></p> &nbsp; 
<p></p> 
<table border=""1""> 
 <tbody> 
  <tr> 
   <td><img title=""1-location.jpg"" src=""http://static.wixstatic.com/media/2413ef_20b64bd6d04843b590c5b66cfdd51869~mv2.jpg"" alt=""1-location.jpg"" width=""28"" height=""30""></td> 
   <td>Bright location with no direct sunlight.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-water.jpg"" src=""http://static.wixstatic.com/media/2413ef_b265fd747b2b4b4d932bc051160d26c0~mv2.jpg"" alt=""1-water.jpg"" width=""28"" height=""30""></td> 
   <td>Water regularly, keeping soil constantly moist. Soil should not dry out.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" width=""28"" height=""30""></td> 
   <td>Fertilize biweekly.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td> 
   <td>Temperature: 10° - 24°C / 50° - 75°F</td> 
  </tr> 
 </tbody> 
</table> &nbsp; 
<p></p> &nbsp; 
<p></p> &nbsp; 
<p></p> &nbsp; 
<p></p> &nbsp; 
<p></p> &nbsp; 
<p></p>",23f81e_361bb736b7144dfda528c0df179e7724~mv2_d_6000_4000_s_4_2.jpg;23f81e_8a61f7845b8948d9be7b9ff7216fc165~mv2_d_6000_4000_s_4_2.jpg;23f81e_9f6511a620f8482cb0b63ca0cd4c0fb0~mv2_d_6000_4000_s_4_2.jpg,"Flowering Plants;4"" pots",3110820000,TRUE
"4"" Eurocypress - Decorated",<p>Includes speed cover and pick.</p>,23f81e_ba31599f2ccb425c80007e5eb605ac4e~mv2.jpg,"4"" pots;Christmas",7110296100,FALSE
"6"" Norfolk Island Pine","The perfect little tree for your home! Keep your tree in a decorative pot and place in any living space. Not Winter hardy. <p></p> <p>&nbsp;</p> <table border=""1"">  <tbody>   <tr>    <td><img title=""1-location.jpg"" src=""http://static.wixstatic.com/media/2413ef_c41bbf47867346e1adebc4732c6447c5~mv2.jpg"" alt=""1-location.jpg"" width=""28"" height=""30""></td>    <td>Partial to full indirect sunlight.</td>   </tr>   <tr>    <td><img title=""1-water.jpg"" src=""http://static.wixstatic.com/media/2413ef_b265fd747b2b4b4d932bc051160d26c0~mv2.jpg"" alt=""1-water.jpg"" width=""28"" height=""30""></td>    <td>Water regularly, keeping soil moist.</td>   </tr>   <tr>    <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" alt=""1-fertilize.jpg"" width=""28"" height=""30""></td>    <td>Fertilize biweekly.</td>   </tr>   <tr>    <td><img title=""1-growth.jpg"" src=""http://static.wixstatic.com/media/2413ef_a8c8c7f6b47545909db2fccdcbf6b539~mv2.jpg"" alt=""1-growth.jpg"" width=""28"" height=""30""></td>    <td>Height: 180 cm Spread: 90 cm</td>   </tr>   <tr>    <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td>    <td>Temperature: 12° - 24°C / 54° - 75°F</td>   </tr>  </tbody> </table> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>",23f81e_92e42f0181744f88abb052004231980a~mv2.jpg,"Tropical Plants;6"" pots;Christmas",1115013000,TRUE
"8"" Norfolk Island Pine","The perfect little tree for your home! Keep your tree in a decorative pot and place in any living space. Not Winter hardy. <p></p> <p>&nbsp;</p> <table border=""1"">  <tbody>   <tr>    <td><img title=""1-location.jpg"" src=""http://static.wixstatic.com/media/2413ef_c41bbf47867346e1adebc4732c6447c5~mv2.jpg"" alt=""1-location.jpg"" width=""28"" height=""30""></td>    <td>Partial to full indirect sunlight.</td>   </tr>   <tr>    <td><img title=""1-water.jpg"" src=""http://static.wixstatic.com/media/2413ef_b265fd747b2b4b4d932bc051160d26c0~mv2.jpg"" alt=""1-water.jpg"" width=""28"" height=""30""></td>    <td>Water regularly, keeping soil moist.</td>   </tr>   <tr>    <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" alt=""1-fertilize.jpg"" width=""28"" height=""30""></td>    <td>Fertilize biweekly.</td>   </tr>   <tr>    <td><img title=""1-growth.jpg"" src=""http://static.wixstatic.com/media/2413ef_a8c8c7f6b47545909db2fccdcbf6b539~mv2.jpg"" alt=""1-growth.jpg"" width=""28"" height=""30""></td>    <td>Height: 180 cm Spread: 90 cm</td>   </tr>   <tr>    <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td>    <td>Temperature: 12° - 24°C / 54° - 75°F</td>   </tr>  </tbody> </table> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>",23f81e_2ef3660375ba4c4495cb7562df9e0228~mv2.jpg;23f81e_b9fa4dcadb0d45bf8de1b9f4e3512c26~mv2.jpg,"Tropical Plants;8"" pots;Christmas",1120013000,TRUE
"7"" Mixed Point Pan","The classic Christmas decoration. The leaf-like flowers come in a variety of colors. They look great on their own in a decorative Christmas pot, or combined with other plants. <p></p> <p>&nbsp;</p> <table border=""1"">  <tbody>   <tr>    <td><img title=""1-location.jpg"" src=""http://static.wixstatic.com/media/2413ef_c41bbf47867346e1adebc4732c6447c5~mv2.jpg"" alt=""1-location.jpg"" width=""28"" height=""30""></td>    <td>Bright location; direct sunlight may cause color to fade.</td>   </tr>   <tr>    <td><img title=""1-water2.jpg"" src=""https://cdn6.bigcommerce.com/s-yayrtq/product_images/uploaded_images/1-water2.jpg"" alt=""1-water2.jpg"" width=""28"" height=""30""></td>    <td>Water thoroughly, allowing top soil to become dry to the touch between water applications. Discard excess water.</td>   </tr>   <tr>    <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" alt=""1-fertilize.jpg"" width=""28"" height=""30""></td>    <td>Fertilizer is not necessary.</td>   </tr>   <tr>    <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td>    <td>Temperature: 15° - 24°C / 60° - 75°F</td>   </tr>  </tbody> </table> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>",23f81e_971ab2b2e90b46cf9a337dd8f00223f3~mv2.jpg,Christmas,7118540000,TRUE
"4"" Rosemary - Upright","The lemony-pine taste of Rosemary is great both dried and fresh, and it pairs very well with Italian breads, chicken, and potatoes. Storage: roll in a damp paper towel, place in a bag &amp; keep in fridge; lasts 10-14 days. 
<p></p> 
<p>&nbsp;</p> 
<table border=""1""> 
 <tbody> 
  <tr> 
   <td><img title=""1-location.jpg"" src=""http://static.wixstatic.com/media/2413ef_20b64bd6d04843b590c5b66cfdd51869~mv2.jpg"" alt=""1-location.jpg"" width=""28"" height=""30""></td> 
   <td>Place in a bright location, with partial to full direct sun.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-water.jpg"" src=""http://static.wixstatic.com/media/2413ef_b265fd747b2b4b4d932bc051160d26c0~mv2.jpg"" alt=""1-water.jpg"" width=""28"" height=""30""></td> 
   <td>Water regularly, keeping soil moist.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" width=""28"" height=""30""></td> 
   <td>Fertilize moderately.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td> 
   <td>Temperature: -10° - 25°C14° - 77°F</td> 
  </tr> 
 </tbody> 
</table> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p>",23f81e_3083b07de151429da7cc646fe37d33d6~mv2.jpg,"4"" pots;Outdoor Items;Nature's Pantry",6610567500,TRUE
