name,description,productImageUrl,collection,sku,visible
"4"" Maranta - Red","This slow growing plant is ideal for office spaces. It is a low grower: more horizontal than vertical. Its name comes from the way the leaves fold together at night, like hands during prayer. <p></p> <p>&nbsp;</p> <table border=""1"">  <tbody>   <tr>    <td><img title=""1-location2.jpg"" src=""http://static.wixstatic.com/media/2413ef_36a5fe0439824f70b8b0d467a83e7d3e~mv2.jpg"" alt=""1-location2.jpg"" width=""28"" height=""30""></td>    <td>Keep in low light. Avoid direct sunlight.</td>   </tr>   <tr>    <td><img title=""1-water.jpg"" src=""http://static.wixstatic.com/media/2413ef_b265fd747b2b4b4d932bc051160d26c0~mv2.jpg"" alt=""1-water.jpg"" width=""28"" height=""30""></td>    <td>Water regularly, keeping the soil moist but not wet. Discard any excess water.</td>   </tr>   <tr>    <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" alt=""1-fertilize.jpg"" width=""28"" height=""30""></td>    <td>Fertilize occasionally.</td>   </tr>   <tr>    <td><img title=""1-growth.jpg"" src=""http://static.wixstatic.com/media/2413ef_a8c8c7f6b47545909db2fccdcbf6b539~mv2.jpg"" alt=""1-growth.jpg"" width=""28"" height=""30""></td>    <td>Height: 30 cm Spread: 60 cm</td>   </tr>   <tr>    <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td>    <td>Temperature: 18° - 27°C / 65° - 80°F</td>   </tr>  </tbody> </table> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>",23f81e_f15a0e2415a149c7a5ab233979674931~mv2.jpg,"Tropical Plants;4"" pots;Pet Pals;Easy Growing",1110155100,TRUE
"4"" Tradescantia - Purple Heart","The beautiful color of Purple Heart makes them perfectly suited for planters, hanging baskets, and garden borders. They also look great indoors on tables and bookshelves. Compliment with Dusty Miller, Silver Bush, and Cyclamen. <p></p> <p>&nbsp;</p> <table border=""1"">  <tbody>   <tr>    <td><img title=""1-fullsun.jpg"" src=""http://static.wixstatic.com/media/2413ef_20626b85237e47c0bb3641813133c26c~mv2.jpg"" alt=""1-fullsun.jpg"" width=""28"" height=""30""></td>    <td>Very bright location; tolerates direct sunlight. Avoid midsummer sun.</td>   </tr>   <tr>    <td><img title=""1-water.jpg"" src=""http://static.wixstatic.com/media/2413ef_b265fd747b2b4b4d932bc051160d26c0~mv2.jpg"" alt=""1-water.jpg"" width=""28"" height=""30""></td>    <td>Water regularly, discarding any excess water.</td>   </tr>   <tr>    <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" alt=""1-fertilize.jpg"" width=""28"" height=""30""></td>    <td>Fertilize monthly to bimonthly.</td>   </tr>   <tr>    <td><img title=""1-growth.jpg"" src=""http://static.wixstatic.com/media/2413ef_a8c8c7f6b47545909db2fccdcbf6b539~mv2.jpg"" alt=""1-growth.jpg"" width=""28"" height=""30""></td>    <td>Height: 30 cm Spread: 60 cm</td>   </tr>   <tr>    <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td>    <td>Temperature: 18° - 27°C / 60° - 80°F</td>   </tr>  </tbody> </table> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>",23f81e_6308566081bf4ddf86363c98986608b5~mv2.jpg,"Tropical Plants;4"" pots",1110297400,TRUE
"4"" Ribbon Plant - Golden","Also known as Lucky Bamboo, Ribbon Plants are believed to bring good luck to their household. They can be planted in soil or in a dish of water, though they prefer soil. Compliment with Dieffenbachia, Snake Plant, and Hedera Ivy. <p></p> <p>&nbsp;</p> <table border=""1"">  <tbody>   <tr>    <td><img title=""1-fullsun.jpg"" src=""http://static.wixstatic.com/media/2413ef_20626b85237e47c0bb3641813133c26c~mv2.jpg"" alt=""1-fullsun.jpg"" width=""28"" height=""30""></td>    <td>Very bright location, with lots of indirect sunlight.</td>   </tr>   <tr>    <td><img title=""1-water.jpg"" src=""http://static.wixstatic.com/media/2413ef_b265fd747b2b4b4d932bc051160d26c0~mv2.jpg"" alt=""1-water.jpg"" width=""28"" height=""30""></td>    <td>Water regularly, keeping soil moist but not wet.</td>   </tr>   <tr>    <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" alt=""1-fertilize.jpg"" width=""28"" height=""30""></td>    <td>Fertilize sparingly.</td>   </tr>   <tr>    <td><img title=""1-growth.jpg"" src=""http://static.wixstatic.com/media/2413ef_a8c8c7f6b47545909db2fccdcbf6b539~mv2.jpg"" alt=""1-growth.jpg"" width=""28"" height=""30""></td>    <td>Height: 90 cm Spread: 20 cm</td>   </tr>   <tr>    <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td>    <td>Temperature: 18° - 32°C / 64° - 90°F</td>   </tr>  </tbody> </table> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>",23f81e_d0b6927f65de4adab7064b820dadaccc~mv2.jpg,"Tropical Plants;4"" pots",1110068600,TRUE
"4"" Ripple Pep - Watermelon","Ripple Peperomia do not grow to be very tall, making them perfectly suited for groundcover. They are also perfect for bottle gardens and terrariums. Ripple Peperomia grow well in fluorescent light. 
<p></p> 
<p>&nbsp;</p> 
<table border=""1""> 
 <tbody> 
  <tr> 
   <td><img title=""1-location2.jpg"" src=""http://static.wixstatic.com/media/2413ef_36a5fe0439824f70b8b0d467a83e7d3e~mv2.jpg"" alt=""1-location2.jpg"" width=""28"" height=""30""></td> 
   <td>Can grow in most lighting, but keep out of direct sunlight.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-water.jpg"" src=""http://static.wixstatic.com/media/2413ef_b265fd747b2b4b4d932bc051160d26c0~mv2.jpg"" alt=""1-water.jpg"" width=""28"" height=""30""></td> 
   <td>Water sparingly, just enough to keep soil moist but not wet. Do not overwater.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" alt=""1-fertilize.jpg"" width=""28"" height=""30""></td> 
   <td>Fertilize monthly to bimonthly.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-growth.jpg"" src=""http://static.wixstatic.com/media/2413ef_a8c8c7f6b47545909db2fccdcbf6b539~mv2.jpg"" alt=""1-growth.jpg"" width=""28"" height=""30""></td> 
   <td>Height: 20 cm Spread: 20 cm</td> 
  </tr> 
  <tr> 
   <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td> 
   <td>Temperature: 15° - 24°C / 59° - 75°F</td> 
  </tr> 
 </tbody> 
</table> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p>",23f81e_3d2be01cd17c4b53ad9ccbebb00de549~mv2.jpg,"Tropical Plants;4"" pots;Pet Pals;Easy Growing",1110193000,TRUE
"4"" Ripple Peperomia - Assorted","Ripple Peperomia do not grow to be very tall, making them perfectly suited for groundcover. They are also perfect for bottle gardens and terrariums. Ripple Peperomia grow well in fluorescent light. 
<p></p> 
<p>&nbsp;</p> 
<table border=""1""> 
 <tbody> 
  <tr> 
   <td><img title=""1-location2.jpg"" src=""http://static.wixstatic.com/media/2413ef_36a5fe0439824f70b8b0d467a83e7d3e~mv2.jpg"" alt=""1-location2.jpg"" width=""28"" height=""30""></td> 
   <td>Can grow in most lighting, but keep out of direct sunlight.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-water.jpg"" src=""http://static.wixstatic.com/media/2413ef_b265fd747b2b4b4d932bc051160d26c0~mv2.jpg"" alt=""1-water.jpg"" width=""28"" height=""30""></td> 
   <td>Water sparingly, just enough to keep soil moist but not wet. Do not overwater.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" alt=""1-fertilize.jpg"" width=""28"" height=""30""></td> 
   <td>Fertilize monthly to bimonthly.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-growth.jpg"" src=""http://static.wixstatic.com/media/2413ef_a8c8c7f6b47545909db2fccdcbf6b539~mv2.jpg"" alt=""1-growth.jpg"" width=""28"" height=""30""></td> 
   <td>Height: 20 cm Spread: 20 cm</td> 
  </tr> 
  <tr> 
   <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td> 
   <td>Temperature: 15° - 24°C / 59° - 75°F</td> 
  </tr> 
 </tbody> 
</table> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p>",23f81e_cceac395a6564f5381e0923e6971cef2~mv2.jpg,"Tropical Plants;4"" pots;Pet Pals;Easy Growing",1110197000,TRUE
"4"" Curio - Kilimanjaro","An upright succulent with long, dusty blue, needle-like leaves. Kilimanjaro naturally grows up, so to get it to bush out and branch more, trim the plant back by cutting off a few inches from each stem of the plant. <p></p> <p>&nbsp;</p> <table border=""1"">  <tbody>   <tr>    <td><img title=""1-location.jpg"" src=""http://static.wixstatic.com/media/2413ef_20b64bd6d04843b590c5b66cfdd51869~mv2.jpg"" alt=""1-location.jpg"" width=""28"" height=""30""></td>    <td>Partial to full sun.</td>   </tr>   <tr>    <td><img title=""1-water2.jpg"" src=""http://static.wixstatic.com/media/2413ef_8a24ea7a7e6c47e0b97c8ce1d245776f~mv2.jpg"" alt=""1-water2.jpg"" width=""28"" height=""30""></td>    <td>Water thoroughly, discarding any excess water. Allow soil to become dry to the touch between water applications.</td>   </tr>   <tr>    <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" alt=""1-fertilize.jpg"" width=""28"" height=""30""></td>    <td>Fertilize bimonthly.</td>   </tr>   <tr>    <td><img title=""1-growth.jpg"" src=""http://static.wixstatic.com/media/2413ef_a8c8c7f6b47545909db2fccdcbf6b539~mv2.jpg"" alt=""1-growth.jpg"" width=""28"" height=""30""></td>    <td>Height: 25 cm Spread: 20 cm</td>   </tr>   <tr>    <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td>    <td>Temperature: 14° - 25°C / 57° - 77°F</td>   </tr>  </tbody> </table> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>",23f81e_593ce8a367fb4cf38edf024ee7d450a6~mv2.jpg,"Tropical Plants;4"" pots",1110002700,TRUE
"4"" Senecio - Himalaya","An upright succulent with long, bright green, needle-like leaves. Himalaya naturally grows up, so to get it to bush out and branch more, trim the plant back by cutting off a few inches from each stem of the plant. 
<p></p> 
<p>&nbsp;</p> 
<table border=""1""> 
 <tbody> 
  <tr> 
   <td><img title=""1-location.jpg"" src=""http://static.wixstatic.com/media/2413ef_20b64bd6d04843b590c5b66cfdd51869~mv2.jpg"" alt=""1-location.jpg"" width=""28"" height=""30""></td> 
   <td>Partial to full sun.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-water2.jpg"" src=""http://static.wixstatic.com/media/2413ef_8a24ea7a7e6c47e0b97c8ce1d245776f~mv2.jpg"" alt=""1-water2.jpg"" width=""28"" height=""30""></td> 
   <td>Water thoroughly, discard any excess water. Allow soil to become dry to the touch between water applications.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" alt=""1-fertilize.jpg"" width=""28"" height=""30""></td> 
   <td>Fertilize bimonthly.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-growth.jpg"" src=""http://static.wixstatic.com/media/2413ef_a8c8c7f6b47545909db2fccdcbf6b539~mv2.jpg"" alt=""1-growth.jpg"" width=""28"" height=""30""></td> 
   <td>Height: 25 cm Spread: 20 cm</td> 
  </tr> 
  <tr> 
   <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td> 
   <td>Temperature: 14° - 25°C / 57° - 77°F</td> 
  </tr> 
 </tbody> 
</table> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p>",23f81e_41a023fd642f498aa6d6a725250ab6e4~mv2.jpg,"Tropical Plants;4"" pots",1110002800,TRUE
"4"" String of Pearls","String of Pearl is a drought tolerant plant, and a very fast grower. Their long, trailing stems make them perfectly suited for hanging baskets. They look great trailing along tables, bookshelves, and mantles as well. 
<p></p> 
<p>&nbsp;</p> 
<table border=""1""> 
 <tbody> 
  <tr> 
   <td><img title=""1-fullsun.jpg"" src=""http://static.wixstatic.com/media/2413ef_20626b85237e47c0bb3641813133c26c~mv2.jpg"" alt=""1-fullsun.jpg"" width=""28"" height=""30""></td> 
   <td>Bright location, with occasional direct sunlight.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-water2.jpg"" src=""http://static.wixstatic.com/media/2413ef_8a24ea7a7e6c47e0b97c8ce1d245776f~mv2.jpg"" alt=""1-water2.jpg"" width=""28"" height=""30""></td> 
   <td>Water thoroughly, discarding any excess water. Allow plant to dry out slightly before watering.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" width=""28"" height=""30""></td> 
   <td>Fertilize sparingly.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-growth.jpg"" src=""http://static.wixstatic.com/media/2413ef_a8c8c7f6b47545909db2fccdcbf6b539~mv2.jpg"" alt=""1-growth.jpg"" width=""28"" height=""30""></td> 
   <td>Height: 2 cm Spread: indefinite</td> 
  </tr> 
  <tr> 
   <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td> 
   <td>Temperature: 13° - 27°C / 55° - 80°F</td> 
  </tr> 
 </tbody> 
</table> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p>",23f81e_50c4947bc63743ccbab89aaafcc97131~mv2.jpg,"Tropical Plants;4"" pots;Unexpected Finds",1110287000,TRUE
"4"" Silver Sparkle","<p>Durable metallic grey vine. The charmingly small leaves of this vine look amazing cascading down the sides of a hanging basket or in a decorative pot. They work very well in mixed planters as well.</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<table border=""1""> 
 <tbody> 
  <tr> 
   <td><img alt=""1-location2.jpg"" height=""30"" src=""http://static.wixstatic.com/media/2413ef_36a5fe0439824f70b8b0d467a83e7d3e~mv2.jpg"" title=""1-location2.jpg"" width=""28""></td> 
   <td>Partial shade; avoid direct sunlight</td> 
  </tr> 
  <tr> 
   <td><img alt=""1-water2.jpg"" height=""30"" src=""http://static.wixstatic.com/media/2413ef_8a24ea7a7e6c47e0b97c8ce1d245776f~mv2.jpg"" title=""1-water2.jpg"" width=""28""></td> 
   <td>Water thoroughly. Let top of soil become dry to the touch between water applications.</td> 
  </tr> 
  <tr> 
   <td><img alt=""1-fertilize.jpg"" height=""30"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" title=""1-fertilize.jpg"" width=""28""></td> 
   <td>Fertilize biweekly</td> 
  </tr> 
  <tr> 
   <td><img alt=""1-growth.jpg"" height=""30"" src=""http://static.wixstatic.com/media/2413ef_a8c8c7f6b47545909db2fccdcbf6b539~mv2.jpg"" title=""1-growth.jpg"" width=""28""></td> 
   <td>Height: 30 cm Spread: 22 cm</td> 
  </tr> 
  <tr> 
   <td><img alt=""1-temp.jpg"" height=""30"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" title=""1-temp.jpg"" width=""28""></td> 
   <td>Temperature: 15º - 25ºC / 59º - 77ºF</td> 
  </tr> 
 </tbody> 
</table> 
<p>&nbsp;</p>",23f81e_554fac545d034e728c82993f0d270646~mv2.jpg,"Tropical Plants;4"" pots;Pet Pals",1110240900,TRUE
"4"" Snake Plant - Birdsnest","Snake Plants are very easy to grow, and very hard to kill. They are the perfect plant for new gardeners. Pruning is not required because they grow so slowly. The shape of this plant makes it a versatile addition to any space. 
<p></p> 
<p>&nbsp;</p> 
<table border=""1""> 
 <tbody> 
  <tr> 
   <td><img title=""1-location.jpg"" src=""http://static.wixstatic.com/media/2413ef_20b64bd6d04843b590c5b66cfdd51869~mv2.jpg"" alt=""1-location.jpg"" width=""28"" height=""30""></td> 
   <td>Grows best in bright light, but will tolerate any light level.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-water.jpg"" src=""http://static.wixstatic.com/media/2413ef_b265fd747b2b4b4d932bc051160d26c0~mv2.jpg"" alt=""1-water.jpg"" width=""28"" height=""30""></td> 
   <td>Water occasionally.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" alt=""1-fertilize.jpg"" width=""28"" height=""30""></td> 
   <td>Fertilize occasionally.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-growth.jpg"" src=""http://static.wixstatic.com/media/2413ef_a8c8c7f6b47545909db2fccdcbf6b539~mv2.jpg"" alt=""1-growth.jpg"" width=""28"" height=""30""></td> 
   <td>Height: 120 cm Spread: 10 cm</td> 
  </tr> 
  <tr> 
   <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td> 
   <td>Temperature: 18° - 29°C / 65° - 85°F</td> 
  </tr> 
 </tbody> 
</table> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p>",23f81e_490dde10ff784c97bec9399c13d1d2cc~mv2.jpg,"Tropical Plants;4"" pots;Plant Therapy;Easy Growing",1110280000,FALSE
"4"" Snake Plant - Green","Snake Plants are very easy to grow, and very hard to kill. They are the perfect plant for new gardeners. Pruning is not required because they grow so slowly. The shape of this plant makes it a versatile addition to any space. 
<p></p> 
<p>&nbsp;</p> 
<table border=""1""> 
 <tbody> 
  <tr> 
   <td><img title=""1-location.jpg"" src=""http://static.wixstatic.com/media/2413ef_20b64bd6d04843b590c5b66cfdd51869~mv2.jpg"" alt=""1-location.jpg"" width=""28"" height=""30""></td> 
   <td>Grows best in bright light, but will tolerate any light level.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-water.jpg"" src=""http://static.wixstatic.com/media/2413ef_b265fd747b2b4b4d932bc051160d26c0~mv2.jpg"" alt=""1-water.jpg"" width=""28"" height=""30""></td> 
   <td>Water occasionally.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" alt=""1-fertilize.jpg"" width=""28"" height=""30""></td> 
   <td>Fertilize occasionally.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-growth.jpg"" src=""http://static.wixstatic.com/media/2413ef_a8c8c7f6b47545909db2fccdcbf6b539~mv2.jpg"" alt=""1-growth.jpg"" width=""28"" height=""30""></td> 
   <td>Height: 120 cm Spread: 10 cm</td> 
  </tr> 
  <tr> 
   <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td> 
   <td>Temperature: 18° - 29°C / 65° - 85°F</td> 
  </tr> 
 </tbody> 
</table> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p>",23f81e_583408aed2e9495e89af2b8341f8d4f9~mv2.jpg,"Tropical Plants;4"" pots;Plant Therapy;Easy Growing",1110280200,TRUE
"4"" Snake Plant - Moonshine","Snake Plants are very easy to grow, and very hard to kill. They are the perfect plant for new gardeners. Pruning is not required because they grow so slowly. The shape of this plant makes it a versatile addition to any space. 
<p></p> 
<p>&nbsp;</p> 
<table border=""1""> 
 <tbody> 
  <tr> 
   <td><img title=""1-location.jpg"" src=""http://static.wixstatic.com/media/2413ef_20b64bd6d04843b590c5b66cfdd51869~mv2.jpg"" alt=""1-location.jpg"" width=""28"" height=""30""></td> 
   <td>Grows best in bright light, but will tolerate any light level.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-water.jpg"" src=""http://static.wixstatic.com/media/2413ef_b265fd747b2b4b4d932bc051160d26c0~mv2.jpg"" alt=""1-water.jpg"" width=""28"" height=""30""></td> 
   <td>Water occasionally.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" alt=""1-fertilize.jpg"" width=""28"" height=""30""></td> 
   <td>Fertilize occasionally.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-growth.jpg"" src=""http://static.wixstatic.com/media/2413ef_a8c8c7f6b47545909db2fccdcbf6b539~mv2.jpg"" alt=""1-growth.jpg"" width=""28"" height=""30""></td> 
   <td>Height: 120 cm Spread: 10 cm</td> 
  </tr> 
  <tr> 
   <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td> 
   <td>Temperature: 18° - 29°C / 65° - 85°F</td> 
  </tr> 
 </tbody> 
</table> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p>",23f81e_f2ecb25100594c6388bd94859231be2e~mv2.jpg,"Tropical Plants;4"" pots;Plant Therapy;Easy Growing",1110280500,TRUE
"4"" Spider - Green","The spider plant is considered one of the most adaptable of houseplants and the easiest to grow. This plant can grow in a wide range of conditions and suffers from few problems, other than brown tips. Compliment with Ferns, Dragon Tree, and Zamioculcas. This plant is a natural air purifier. 
<p></p> 
<p>&nbsp;</p> 
<table border=""1""> 
 <tbody> 
  <tr> 
   <td><img title=""1-location.jpg"" src=""http://static.wixstatic.com/media/2413ef_20b64bd6d04843b590c5b66cfdd51869~mv2.jpg"" alt=""1-location.jpg"" width=""28"" height=""30""></td> 
   <td>Bright location; keep out of direct sunlight.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-water.jpg"" src=""http://static.wixstatic.com/media/2413ef_b265fd747b2b4b4d932bc051160d26c0~mv2.jpg"" alt=""1-water.jpg"" width=""28"" height=""30""></td> 
   <td>Water regularly, discarding any excess water. Keep soil moist.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" alt=""1-fertilize.jpg"" width=""28"" height=""30""></td> 
   <td>Fertilize bimonthly.</td> 
  </tr> 
  <tr> 
   <td><img title=""1-growth.jpg"" src=""http://static.wixstatic.com/media/2413ef_a8c8c7f6b47545909db2fccdcbf6b539~mv2.jpg"" alt=""1-growth.jpg"" width=""28"" height=""30""></td> 
   <td>Height: 30 cm Spread: 90 cm</td> 
  </tr> 
  <tr> 
   <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td> 
   <td>Temperature: 18° - 24°C / 65° - 75°F</td> 
  </tr> 
 </tbody> 
</table> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p> 
<p>&nbsp;</p>",23f81e_ad99e35b717f4150af7f37c44c76acd4~mv2.jpg,"Pet Pals;Tropical Plants;Easy Growing;Plant Therapy;4"" pots",1110034500,TRUE
"4"" Sprengeri Fern","Show off this plant by placing it in a decorative pot. Performs great in hanging baskets and mixed arrangements. Does great outdoors during summer months. Compliment with Coleus Kong and Geraniums. <p></p> <p>&nbsp;</p> <table border=""1"">  <tbody>   <tr>    <td><img title=""1-location.jpg"" src=""http://static.wixstatic.com/media/2413ef_20b64bd6d04843b590c5b66cfdd51869~mv2.jpg"" alt=""1-location.jpg"" width=""28"" height=""30""></td>    <td>Bright location; avoid direct sunlight.</td>   </tr>   <tr>    <td><img title=""1-water.jpg"" src=""http://static.wixstatic.com/media/2413ef_b265fd747b2b4b4d932bc051160d26c0~mv2.jpg"" alt=""1-water.jpg"" width=""28"" height=""30""></td>    <td>Water regularly, keeping the soil moist. Discard any excess water.</td>   </tr>   <tr>    <td><img title=""1-fertilize.jpg"" src=""http://static.wixstatic.com/media/2413ef_a028c85c20fd418b9cf470f6d36925c2~mv2.jpg"" alt=""1-fertilize.jpg"" width=""28"" height=""30""></td>    <td>Fertilize bimonthly.</td>   </tr>   <tr>    <td><img title=""1-growth.jpg"" src=""http://static.wixstatic.com/media/2413ef_a8c8c7f6b47545909db2fccdcbf6b539~mv2.jpg"" alt=""1-growth.jpg"" width=""28"" height=""30""></td>    <td>Height: 25 cm Spread: 90 cm</td>   </tr>   <tr>    <td><img title=""1-temp.jpg"" src=""http://static.wixstatic.com/media/2413ef_c82c7b955a6d45129cfe9ea4d26f730a~mv2.jpg"" alt=""1-temp.jpg"" width=""28"" height=""30""></td>    <td>Temperature: 16° - 24°C / 60° - 75°F</td>   </tr>  </tbody> </table> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>",23f81e_b9890f208a6541e2b9170eed7d906a72~mv2.jpg,"Tropical Plants;4"" pots;Ferns",1110015000,TRUE
